instruction,category
"Give me a two sentence summary of the following text: ""A Venn diagram illustrates the relationships between two or more data sets. Venn diagrams are especially useful for highlighting similarities and differences and are commonly used to compare and contrast the characteristics of different data sets.

In a Venn diagram, circles are used to represent each data set. Inside each circle is a list of characteristics that define that data. Characteristics shared between two or more data sets are listed in the area where the circles overlap. Simple Venn diagrams consist of two overlapping circles, but complex Venn diagrams may compare up to five or more data sets using up to five or more circles.

Venn diagrams are commonly used in business and education settings to visualize and explore how things relate. In a business context, Venn diagrams are commonly used in product development, marketing, management, and more.""",general_qa
What is the 2nd amendment of the US constitution? Is it misunderstood?,creative_writing
What are some benefits of running?,general_qa
Who was the original lead singer of the band Linkin Park?,open_qa
"Identify which instrument is string or percussion: Mirwas, Esraj",classification
"From the passage provided, extract the name of the first female recipient of Turing award",information_extraction
What is the capital of Kansas?,open_qa
What are the interesting facts about Shakespeare?,open_qa
"Which of these are capitals of states in USA: Richmond, San Diego, San Francisco, Sacramento, New orleans, New York, Seattle, Carson City, Portland, Jamaica City, Salem, San louis obispo, Trenton, Bellevue, Redmond, Renton, Kirkland",classification
How do you play chess?,general_qa
List all the years mentioned in the following passage,information_extraction
What is the plot of Jojo's Bizarre Adventures?,summarization
Which Super Bowl Halftime Show performer was upstaged by a dancing shark?,open_qa
"Given this paragraph about history of China, what is the name of the river that nurtured China's civilization.",closed_qa
What is sphingosine?,open_qa
"Give me the list of books related with the series 'The Lord of the Rings', in order of publication",open_qa
What are some menu items I can buy at Taco Bell?,brainstorming
Why zurich is so beautiful,brainstorming
Write a positive Yelp review for a Chinese restaurant called Dim Sum Queen,general_qa
"Identify which animal species is alive or extinct: Cape Lion, Javan Rhino",classification
Who wrote the TV series Babylon5?,closed_qa
"Given a reference text about the Driftwood River, tell me what main river it is part of.",closed_qa
"Based on this text, would it be correct to say a peanut is a nut?",summarization
Why can't I wake up early in the morning?,general_qa
"In the series A Song of Ice and Fire, who is the founder of House Justman?",open_qa
"What are some fun activities to do in Maui, Hawaii?",creative_writing
What are hiccups and why do we get them?,open_qa
Prince introduced his iconic symbol on the cover of which single?,open_qa
What is a pronoun?,open_qa
"Given these paragraphs about Large language models, what is an LLM?",closed_qa
What is blockchain technology?,summarization
What is a multiverse?,information_extraction
"Identify which animal species is alive or extinct: Shastasaurus, Arctic Fox",classification
How many different Star Trek television series and movies were there in total?,open_qa
What would the fantasy city look like,creative_writing
What is the best thing about being a manager?,general_qa
When did Massachusetts become a state?,open_qa
What type of effect does Coffee have on humans?,closed_qa
What is the oldest film set in ancient Egypt?,brainstorming
Give me some strategies for charity fundraising,brainstorming
"Based on this passage, what is the median number of people per family in Zangisheh?",closed_qa
How to tell if someone told a good joke?,open_qa
What is data warehousing?,information_extraction
"From the article, tell me why the trail beneath the Landscape Arch has been closed.",information_extraction
"List the seven episode titles from the seventh season of ""Game of Thrones"" in broadcast order.",open_qa
"Given these paragraphs about the Tesla bot, what kind of tasks is it expected to perform?",closed_qa
What color do most people perceive the sky to be on a sunny day?,open_qa
Give me an enumerated list of Four Noble Truths mentioned in Buddhism,brainstorming
What is the color of silicon.,information_extraction
How does Spark relate to Apache Hadoop?,general_qa
Think up a comma separated list of tropical fruits,brainstorming
"Identify which instrument is string or percussion: Dollu, Tidinet",classification
"Given this paragraph about the Southwestern United States, name the largest cities in that area",closed_qa
"Tell me what continent are these countries located: China, United States, India, France, Brazil.",classification
What does the acronym MEDDPICC stand for?,general_qa
When did the Netherlands host the Summer Olympics?,open_qa
what is the difference between a tale and a tail,open_qa
"Tell me if these are safe or not safe to let me child play with: the monkey bars, matches, scissors, rock paper scissors, a baseball, the stove, a cooking board game",classification
"Given this paragraph about the first tour de france, who won the first race",closed_qa
What is the origin of man?,closed_qa
"Can you sort the following letters alphabetically: d, h, a, f and y?",general_qa
"Rick was asked, Suppose your mother has four sons, named East, West, and South. What's the fourth son's name?",creative_writing
How did the Getty Museum in Los Angeles respond to the global pandemic?,information_extraction
"Identify which instrument is string or percussion: Bianzhong, Sorahi",classification
